dataset,class_name,sample_count
VSL,ế ẩm,1
VSL,ốc vít,1
VSL,ốm đau,1
VSL,ống nghe,1
VSL,ống nhòm,1
VSL,ống nước,1
VSL,ổn định,1
VSL,ở ngoài,3
VSL,ở trong,1
VSL,ủng,1
VSL,ủng hộ,1
VSL,ủy ban,1
VSL,ủy ban nhân dân,1
VSL,ủy quyền,3
VSL,ức chế,1
WLASL,a,4
WLASL,a lot,7
WLASL,abdomen,5
WLASL,able,5
WLASL,about,7
WLASL,above,5
WLASL,accent,5
WLASL,accept,8
WLASL,accident,13
WLASL,accomplish,5
WLASL,accountant,5
WLASL,across,6
WLASL,act,5
WLASL,action,6
WLASL,active,5
WLASL,activity,5
WLASL,actor,6
WLASL,adapt,6
WLASL,add,9
WLASL,address,4
WLASL,adjective,4
WLASL,adjust,4
WLASL,admire,5
WLASL,admit,5
WLASL,adopt,6
WLASL,adult,7
WLASL,advanced,4
WLASL,advantage,4
WLASL,adverb,4
WLASL,affect,6
WLASL,afraid,5
WLASL,africa,9
WLASL,after,7
WLASL,afternoon,7
WLASL,again,8
WLASL,against,5
WLASL,age,7
WLASL,agenda,4
WLASL,ago,9
WLASL,agree,5
WLASL,agreement,6
WLASL,ahead,4
WLASL,aid,5
WLASL,aim,5
WLASL,airplane,7
WLASL,alarm,5
WLASL,alcohol,4
WLASL,algebra,5
WLASL,all,8
WLASL,all day,5
WLASL,allergy,8
WLASL,alligator,5
WLASL,allow,8
WLASL,almost,5
WLASL,alone,9
WLASL,alphabet,4
WLASL,already,8
WLASL,also,7
WLASL,always,7
WLASL,amazing,5
WLASL,america,6
WLASL,amputate,5
WLASL,analyze,8
WLASL,anatomy,4
WLASL,and,5
WLASL,angel,7
WLASL,angle,6
WLASL,angry,7
WLASL,animal,9
WLASL,anniversary,5
WLASL,announce,5
WLASL,annoy,4
WLASL,another,5
WLASL,answer,7
WLASL,any,5
WLASL,anyway,4
WLASL,apart,5
WLASL,apartment,6
WLASL,apostrophe,6
WLASL,appear,7
WLASL,appetite,5
WLASL,apple,11
WLASL,appointment,10
WLASL,appreciate,5
WLASL,approach,5
WLASL,appropriate,5
WLASL,approve,8
WLASL,april,5
WLASL,archery,5
WLASL,area,7
WLASL,argue,10
WLASL,arizona,4
WLASL,arm,7
WLASL,army,5
WLASL,around,5
WLASL,arrest,6
WLASL,arrive,8
WLASL,arrogant,6
WLASL,art,7
WLASL,article,4
WLASL,artist,5
WLASL,asia,7
WLASL,ask,7
WLASL,asl,4
WLASL,assist,5
WLASL,assistant,5
WLASL,assume,4
WLASL,attend,5
WLASL,attention,6
WLASL,attitude,7
WLASL,attorney,4
WLASL,attract,6
WLASL,auction,5
WLASL,audience,6
WLASL,audiologist,4
WLASL,audiology,4
WLASL,august,6
WLASL,aunt,7
WLASL,australia,9
WLASL,austria,4
WLASL,author,4
WLASL,authority,5
WLASL,autumn,7
WLASL,available,4
WLASL,average,5
WLASL,avoid,7
WLASL,awake,5
WLASL,award,3
WLASL,aware,4
WLASL,away,6
WLASL,awful,8
WLASL,awkward,7
WLASL,b,4
WLASL,baby,9
WLASL,babysitter,4
WLASL,back,7
WLASL,background,5
WLASL,backpack,8
WLASL,bacon,7
WLASL,bad,10
WLASL,bake,7
WLASL,balance,10
WLASL,bald,7
WLASL,ball,9
WLASL,balloon,9
WLASL,banana,9
WLASL,bank,3
WLASL,baptize,5
WLASL,bar,11
WLASL,barely,9
WLASL,bark,8
WLASL,baseball,6
WLASL,basement,6
WLASL,basic,4
WLASL,basketball,12
WLASL,bath,7
WLASL,bathroom,7
WLASL,battery,3
WLASL,battle,4
WLASL,bear,7
WLASL,beard,9
WLASL,beautiful,7
WLASL,because,10
WLASL,become,5
WLASL,bed,13
WLASL,bedroom,6
WLASL,bee,6
WLASL,beer,8
WLASL,before,16
WLASL,beg,5
WLASL,beginning,7
WLASL,behavior,5
WLASL,behind,5
WLASL,belief,7
WLASL,believe,7
WLASL,bell,6
WLASL,below,6
WLASL,belt,7
WLASL,benefit,7
WLASL,berry,5
WLASL,beside,5
WLASL,best,5
WLASL,bet,6
WLASL,better,5
WLASL,between,6
WLASL,bible,4
WLASL,bicycle,6
WLASL,big,9
WLASL,bike,4
WLASL,binoculars,4
WLASL,biology,6
WLASL,bird,10
WLASL,birth,6
WLASL,birthday,6
WLASL,bite,6
WLASL,bitter,8
WLASL,black,10
WLASL,blame,6
WLASL,blanket,10
WLASL,blend,5
WLASL,bless,6
WLASL,blind,8
WLASL,blood,5
WLASL,blow,5
WLASL,blue,8
WLASL,boast,4
WLASL,boat,8
WLASL,body,6
WLASL,boil,4
WLASL,bone,4
WLASL,book,6
WLASL,bookshelf,3
WLASL,bookstore,4
WLASL,boots,3
WLASL,bored,7
WLASL,borrow,6
WLASL,boss,7
WLASL,both,6
WLASL,bother,8
WLASL,bottle,7
WLASL,bottom,8
WLASL,bowl,6
WLASL,bowling,13
WLASL,box,7
WLASL,boxing,4
WLASL,boy,8
WLASL,boyfriend,5
WLASL,bra,4
WLASL,bracelet,7
WLASL,brag,6
WLASL,braid,4
WLASL,brain,4
WLASL,brave,5
WLASL,bread,7
WLASL,break,5
WLASL,breakdown,4
WLASL,breakfast,5
WLASL,breathe,6
WLASL,breeze,4
WLASL,bribe,3
WLASL,bridge,4
WLASL,brief,5
WLASL,bright,6
WLASL,bring,8
WLASL,brochure,4
WLASL,broke,5
WLASL,brother,11
WLASL,brown,8
WLASL,brush,7
WLASL,buffalo,5
WLASL,bug,4
WLASL,build,6
WLASL,building,6
WLASL,bull,5
WLASL,bully,6
WLASL,burp,4
WLASL,bus,5
WLASL,bush,6
WLASL,business,7
WLASL,busy,5
WLASL,but,7
WLASL,butter,6
WLASL,butterfly,5
WLASL,button,5
WLASL,buy,9
WLASL,bye,5
WLASL,cabbage,4
WLASL,cabinet,5
WLASL,cafeteria,8
WLASL,cake,8
WLASL,calculate,7
WLASL,calculator,5
WLASL,calculus,5
WLASL,california,9
WLASL,call,12
WLASL,calm,7
WLASL,camel,4
WLASL,camera,5
WLASL,camp,5
WLASL,camping,5
WLASL,can,9
WLASL,canada,7
WLASL,cancel,8
WLASL,candidate,5
WLASL,candle,6
WLASL,candy,13
WLASL,cannot,6
WLASL,canoe,4
WLASL,captain,3
WLASL,caption,7
WLASL,car,7
WLASL,card,8
WLASL,cards,4
WLASL,care,7
WLASL,careful,9
WLASL,careless,2
WLASL,carnival,5
WLASL,carrot,9
WLASL,carry,7
WLASL,cat,9
WLASL,catch,9
WLASL,category,5
WLASL,caterpillar,4
WLASL,catholic,5
WLASL,cause,6
WLASL,ceiling,6
WLASL,celebrate,6
WLASL,cemetery,6
WLASL,cent,6
WLASL,center,7
WLASL,cereal,8
WLASL,certificate,6
WLASL,chain,7
WLASL,chair,7
WLASL,challenge,6
WLASL,champion,11
WLASL,chance,5
WLASL,change,12
WLASL,chapter,5
WLASL,character,7
WLASL,chase,6
WLASL,chat,9
WLASL,cheap,7
WLASL,cheat,10
WLASL,check,11
WLASL,cheerleader,4
WLASL,cheese,7
WLASL,chemical,5
WLASL,chemistry,6
WLASL,cherry,5
WLASL,chicago,3
WLASL,chicken,5
WLASL,child,9
WLASL,children,7
WLASL,china,4
WLASL,chocolate,6
WLASL,choice,8
WLASL,choir,6
WLASL,choke,4
WLASL,choose,8
WLASL,chop,7
WLASL,christ,4
WLASL,christian,7
WLASL,christmas,8
WLASL,church,6
WLASL,cigarette,5
WLASL,circle,5
WLASL,city,9
WLASL,class,9
WLASL,classroom,5
WLASL,clean,7
WLASL,clear,5
WLASL,clever,6
WLASL,click,4
WLASL,climb,5
WLASL,clock,5
WLASL,close,8
WLASL,closet,5
WLASL,clothes,5
WLASL,cloud,8
WLASL,clown,5
WLASL,clueless,5
WLASL,clumsy,5
WLASL,coach,6
WLASL,coat,5
WLASL,cochlear implant,7
WLASL,coconut,5
WLASL,coffee,7
WLASL,cold,12
WLASL,collect,4
WLASL,college,7
WLASL,color,8
WLASL,comb,6
WLASL,come,6
WLASL,come here,8
WLASL,comfortable,7
WLASL,comma,4
WLASL,command,5
WLASL,comment,5
WLASL,commit,4
WLASL,committee,5
WLASL,common,5
WLASL,common sense,5
WLASL,community,6
WLASL,commute,5
WLASL,company,4
WLASL,compare,7
WLASL,compete,4
WLASL,complain,6
WLASL,complete,5
WLASL,complex,7
WLASL,compromise,6
WLASL,computer,14
WLASL,concentrate,3
WLASL,concept,4
WLASL,concern,5
WLASL,conflict,7
WLASL,confront,6
WLASL,confused,6
WLASL,congratulations,4
WLASL,congress,6
WLASL,connect,5
WLASL,conquer,4
WLASL,consider,4
WLASL,constitution,6
WLASL,construct,5
WLASL,consume,4
WLASL,contact,7
WLASL,contest,4
WLASL,continue,6
WLASL,contract,3
WLASL,contribute,7
WLASL,control,5
WLASL,conversation,5
WLASL,convert,4
WLASL,convince,10
WLASL,cook,8
WLASL,cookie,8
WLASL,cool,16
WLASL,cooperate,3
WLASL,cop,8
WLASL,copy,8
WLASL,corn,12
WLASL,corner,5
WLASL,correct,9
WLASL,cost,6
WLASL,couch,5
WLASL,cough,6
WLASL,counsel,5
WLASL,counselor,4
WLASL,count,6
WLASL,country,9
WLASL,court,4
WLASL,cousin,14
WLASL,cover,5
WLASL,cow,9
WLASL,crab,6
WLASL,cracker,6
WLASL,crash,9
WLASL,crave,5
WLASL,crazy,7
WLASL,create,4
WLASL,crocodile,4
WLASL,cross,5
WLASL,crown,4
WLASL,cruel,4
WLASL,crush,4
WLASL,cry,10
WLASL,cuba,3
WLASL,culture,4
WLASL,cup,6
WLASL,curious,6
WLASL,curriculum,6
WLASL,curse,6
WLASL,curtain,2
WLASL,customer,4
WLASL,cut,8
WLASL,cute,7
WLASL,d,4
WLASL,dad,7
WLASL,daily,5
WLASL,damage,4
WLASL,dance,7
WLASL,dancer,4
WLASL,danger,5
WLASL,dangerous,6
WLASL,dark,12
WLASL,date,5
WLASL,daughter,10
WLASL,dawn,4
WLASL,day,9
WLASL,dead,5
WLASL,deaf,11
WLASL,death,5
WLASL,debate,4
WLASL,debt,4
WLASL,december,5
WLASL,decide,9
WLASL,decorate,9
WLASL,decrease,5
WLASL,deduct,6
WLASL,deep,8
WLASL,deer,7
WLASL,defeat,4
WLASL,defend,5
WLASL,degree,6
WLASL,delay,11
WLASL,delicious,10
WLASL,deliver,4
WLASL,demand,8
WLASL,democrat,4
WLASL,demonstrate,6
WLASL,dentist,8
WLASL,deny,5
WLASL,deodorant,6
WLASL,department,4
WLASL,depend,7
WLASL,deposit,5
WLASL,depressed,5
WLASL,descend,4
WLASL,describe,7
WLASL,desert,7
WLASL,design,5
WLASL,desk,6
WLASL,dessert,8
WLASL,destroy,7
WLASL,detach,4
WLASL,detective,3
WLASL,determine,4
WLASL,develop,8
WLASL,devil,3
WLASL,diabetes,5
WLASL,diamond,6
WLASL,diaper,6
WLASL,diarrhea,6
WLASL,dice,4
WLASL,dictionary,6
WLASL,die,4
WLASL,different,8
WLASL,difficult,4
WLASL,dig,5
WLASL,dime,5
WLASL,dining room,5
WLASL,dinner,7
WLASL,dinosaur,7
WLASL,diploma,5
WLASL,director,4
WLASL,dirt,5
WLASL,dirty,9
WLASL,disagree,5
WLASL,disappear,7
WLASL,discipline,5
WLASL,disconnect,8
WLASL,discount,4
WLASL,discover,7
WLASL,discuss,8
WLASL,disgust,6
WLASL,disgusted,4
WLASL,dismiss,4
WLASL,dissolve,7
WLASL,disturb,5
WLASL,dive,9
WLASL,divide,6
WLASL,division,4
WLASL,divorce,6
WLASL,dizzy,4
WLASL,doctor,10
WLASL,document,7
WLASL,dog,11
WLASL,doll,7
WLASL,dollar,8
WLASL,dolphin,5
WLASL,don't want,6
WLASL,done,5
WLASL,door,7
WLASL,dorm,6
WLASL,dormitory,5
WLASL,double,6
WLASL,doubt,6
WLASL,down,8
WLASL,downstairs,4
WLASL,drag,3
WLASL,dragon,3
WLASL,drama,5
WLASL,draw,6
WLASL,drawer,7
WLASL,dream,6
WLASL,dress,8
WLASL,drink,15
WLASL,drive,7
WLASL,drop,9
WLASL,drug,4
WLASL,drum,5
WLASL,drunk,7
WLASL,dry,9
WLASL,duck,6
WLASL,due,6
WLASL,dull,6
WLASL,dumb,4
WLASL,during,5
WLASL,dusk,5
WLASL,duty,5
WLASL,dvd,4
WLASL,dye,4
WLASL,e,4
WLASL,each,4
WLASL,eagle,7
WLASL,ear,8
WLASL,early,6
WLASL,earn,6
WLASL,earring,6
WLASL,earth,6
WLASL,earthquake,5
WLASL,east,8
WLASL,easter,7
WLASL,easy,6
WLASL,eat,7
WLASL,economy,5
WLASL,educate,7
WLASL,education,5
WLASL,effort,4
WLASL,egg,7
WLASL,egypt,7
WLASL,eight,6
WLASL,eighteen,6
WLASL,either,3
WLASL,electrician,5
WLASL,electricity,5
WLASL,elementary,4
WLASL,elephant,7
WLASL,elevator,6
WLASL,else,3
WLASL,email,6
WLASL,embarrass,6
WLASL,emergency,4
WLASL,emotion,6
WLASL,empty,5
WLASL,encourage,7
WLASL,end,6
WLASL,energy,6
WLASL,engage,5
WLASL,engagement,4
WLASL,engine,5
WLASL,engineer,5
WLASL,england,5
WLASL,english,5
WLASL,enjoy,8
WLASL,enormous,5
WLASL,enough,5
WLASL,enter,5
WLASL,envelope,4
WLASL,environment,11
WLASL,equal,6
WLASL,erase,5
WLASL,eraser,5
WLASL,escape,8
WLASL,establish,5
WLASL,eternity,5
WLASL,europe,7
WLASL,evaluate,5
WLASL,evening,4
WLASL,event,7
WLASL,every,5
WLASL,every monday,5
WLASL,every tuesday,5
WLASL,everyday,4
WLASL,everything,4
WLASL,evidence,7
WLASL,exact,6
WLASL,exaggerate,5
WLASL,example,11
WLASL,except,5
WLASL,exchange,8
WLASL,excited,6
WLASL,excuse,3
WLASL,exercise,5
WLASL,exhibit,4
WLASL,expand,4
WLASL,expect,6
WLASL,expensive,8
WLASL,experience,7
WLASL,experiment,6
WLASL,expert,7
WLASL,explain,7
WLASL,explode,4
WLASL,express,4
WLASL,eye,6
WLASL,eyeglasses,4
WLASL,eyes,5
WLASL,f,4
WLASL,face,8
WLASL,fact,6
WLASL,faculty,5
WLASL,fail,6
WLASL,fairy,4
WLASL,fake,6
WLASL,fall in love,5
WLASL,familiar,3
WLASL,family,11
WLASL,famous,6
WLASL,fancy,7
WLASL,far,11
WLASL,farm,8
WLASL,farmer,4
WLASL,fast,9
WLASL,fat,10
WLASL,father,7
WLASL,fault,9
WLASL,favorite,5
WLASL,fear,5
WLASL,february,4
WLASL,federal,4
WLASL,feed,6
WLASL,feedback,6
WLASL,feel,7
WLASL,fence,6
WLASL,festival,4
WLASL,few,5
WLASL,fight,7
WLASL,final,5
WLASL,finally,7
WLASL,finance,4
WLASL,find,8
WLASL,fine,9
WLASL,fingerspell,3
WLASL,finish,9
WLASL,fire,3
WLASL,firefighter,5
WLASL,first,9
WLASL,fish,10
WLASL,fishing,6
WLASL,five,5
WLASL,fix,6
WLASL,flag,6
WLASL,flatter,4
WLASL,flexible,7
WLASL,flirt,6
WLASL,flood,4
WLASL,floor,6
WLASL,florida,4
WLASL,flower,7
WLASL,flute,6
WLASL,fly,8
WLASL,fold,6
WLASL,follow,9
WLASL,food,7
WLASL,fool,5
WLASL,football,9
WLASL,for,5
WLASL,forbid,4
WLASL,forest,7
WLASL,forever,6
WLASL,forget,7
WLASL,forgive,5
WLASL,fork,4
WLASL,form,9
WLASL,former,5
WLASL,four,5
WLASL,fourth,5
WLASL,fox,7
WLASL,france,6
WLASL,free,4
WLASL,freeway,4
WLASL,freeze,7
WLASL,french,5
WLASL,french fries,6
WLASL,friday,6
WLASL,friend,7
WLASL,friendly,7
WLASL,frog,7
WLASL,from,7
WLASL,from now on,5
WLASL,front,8
WLASL,fruit,7
WLASL,full,10
WLASL,fun,7
WLASL,function,7
WLASL,funeral,5
WLASL,funny,5
WLASL,furniture,3
WLASL,future,9
WLASL,g,4
WLASL,gallaudet,4
WLASL,gamble,5
WLASL,game,6
WLASL,gang,4
WLASL,garage,3
WLASL,gas,7
WLASL,gasoline,4
WLASL,gather,6
WLASL,gay,4
WLASL,general,6
WLASL,generation,4
WLASL,geography,7
WLASL,geometry,5
WLASL,german,5
WLASL,germany,6
WLASL,get,7
WLASL,get up,6
WLASL,ghost,6
WLASL,gift,4
WLASL,giraffe,7
WLASL,girl,9
WLASL,girlfriend,5
WLASL,give,10
WLASL,give up,6
WLASL,glass,7
WLASL,glasses,9
WLASL,gloves,2
WLASL,go,15
WLASL,goal,7
WLASL,goat,6
WLASL,god,7
WLASL,gold,4
WLASL,golf,7
WLASL,gone,5
WLASL,good,10
WLASL,goodbye,5
WLASL,gorilla,5
WLASL,gossip,6
WLASL,government,10
WLASL,grab,4
WLASL,graduate,10
WLASL,graduation,5
WLASL,grammar,9
WLASL,grandfather,7
WLASL,grandma,4
WLASL,grandmother,7
WLASL,grapes,7
WLASL,grass,5
WLASL,grateful,5
WLASL,gray,6
WLASL,great,9
WLASL,greece,7
WLASL,green,7
WLASL,grey,2
WLASL,group,8
WLASL,grow,6
WLASL,grow up,4
WLASL,guess,6
WLASL,guide,5
WLASL,guilty,7
WLASL,guitar,7
WLASL,gum,6
WLASL,gun,4
WLASL,gymnastics,4
WLASL,h,4
WLASL,habit,4
WLASL,hair,9
WLASL,haircut,3
WLASL,half,5
WLASL,halloween,9
WLASL,hamburger,6
WLASL,hammer,6
WLASL,hang up,3
WLASL,hanukkah,4
WLASL,happen,6
WLASL,happy,8
WLASL,hard,6
WLASL,hard of hearing,5
WLASL,hat,9
WLASL,hate,4
WLASL,have,6
WLASL,hawaii,7
WLASL,head,6
WLASL,headache,9
WLASL,health,6
WLASL,heap,5
WLASL,hear,9
WLASL,hearing,8
WLASL,hearing aid,5
WLASL,heart,8
WLASL,heart attack,5
WLASL,heaven,5
WLASL,heavy,5
WLASL,helicopter,8
WLASL,hello,4
WLASL,helmet,5
WLASL,help,14
WLASL,her,8
WLASL,here,7
WLASL,herself,7
WLASL,hide,5
WLASL,high,6
WLASL,high school,4
WLASL,highway,7
WLASL,hill,3
WLASL,hippopotamus,3
WLASL,his,4
WLASL,history,8
WLASL,hit,6
WLASL,hockey,5
WLASL,hold,5
WLASL,holy,5
WLASL,home,7
WLASL,homework,5
WLASL,honest,5
WLASL,honey,5
WLASL,honor,6
WLASL,hop,4
WLASL,hope,9
WLASL,horse,4
WLASL,hospital,7
WLASL,host,5
WLASL,hot,10
WLASL,hot dog,5
WLASL,hour,7
WLASL,house,7
WLASL,how,9
WLASL,hug,5
WLASL,human,4
WLASL,humble,8
WLASL,hungry,6
WLASL,hunt,5
WLASL,hurricane,5
WLASL,hurry,7
WLASL,hurt,5
WLASL,husband,7
WLASL,i,4
WLASL,ice cream,7
WLASL,idea,8
WLASL,identify,5
WLASL,if,6
WLASL,ignore,5
WLASL,ill,4
WLASL,illegal,5
WLASL,image,5
WLASL,impact,5
WLASL,important,8
WLASL,impossible,6
WLASL,improve,9
WLASL,in,7
WLASL,include,4
WLASL,increase,5
WLASL,independent,7
WLASL,india,4
WLASL,individual,4
WLASL,infection,6
WLASL,influence,6
WLASL,inform,9
WLASL,information,7
WLASL,innocent,4
WLASL,insect,5
WLASL,inside,6
WLASL,inspect,5
WLASL,inspire,5
WLASL,instead,5
WLASL,institute,5
WLASL,insurance,6
WLASL,interest,10
WLASL,interesting,6
WLASL,international,3
WLASL,internet,8
WLASL,interpret,4
WLASL,interpreter,5
WLASL,interrupt,5
WLASL,intersection,4
WLASL,interview,5
WLASL,introduce,6
WLASL,invest,7
WLASL,investigate,6
WLASL,invite,5
WLASL,involve,5
WLASL,iran,7
WLASL,ireland,4
WLASL,iron,4
WLASL,island,6
WLASL,israel,5
WLASL,italy,5
WLASL,j,4
WLASL,jacket,7
WLASL,jail,5
WLASL,january,5
WLASL,japan,7
WLASL,jealous,8
WLASL,jesus,6
WLASL,jewelry,6
WLASL,jewish,5
WLASL,join,8
WLASL,joke,5
WLASL,journey,4
WLASL,joy,5
WLASL,judge,5
WLASL,july,4
WLASL,jump,6
WLASL,june,5
WLASL,k,4
WLASL,kangaroo,3
WLASL,karate,4
WLASL,keep,6
WLASL,key,6
WLASL,keyboard,6
WLASL,kick,5
WLASL,kid,5
WLASL,kill,7
WLASL,kindergarten,5
WLASL,king,7
WLASL,kiss,9
WLASL,kitchen,7
WLASL,kneel,4
WLASL,knife,6
WLASL,knock,3
WLASL,know,8
WLASL,label,6
WLASL,lady,5
WLASL,lamp,2
WLASL,land,6
WLASL,language,10
WLASL,laptop,6
WLASL,large,7
WLASL,last,12
WLASL,last week,5
WLASL,last year,6
WLASL,late,8
WLASL,later,12
WLASL,laugh,11
WLASL,laundry,4
WLASL,law,7
WLASL,lawyer,5
WLASL,lazy,6
WLASL,lead,7
WLASL,leader,5
WLASL,leaf,6
WLASL,league,3
WLASL,leak,5
WLASL,learn,8
WLASL,leave,11
WLASL,lecture,7
WLASL,left,5
WLASL,legal,4
WLASL,lemon,8
WLASL,lend,6
WLASL,lesbian,6
WLASL,less,5
WLASL,lesson,6
WLASL,let,4
WLASL,letter,11
WLASL,lettuce,7
WLASL,liability,5
WLASL,librarian,4
WLASL,library,5
WLASL,license,3
WLASL,lie,7
WLASL,lift,6
WLASL,light,8
WLASL,lightning,6
WLASL,like,10
WLASL,limit,7
WLASL,line,6
WLASL,linguistics,7
WLASL,lion,5
WLASL,lip,4
WLASL,lipstick,4
WLASL,list,9
WLASL,listen,7
WLASL,little bit,3
WLASL,live,6
WLASL,loan,3
WLASL,lobster,7
WLASL,local,4
WLASL,lock,6
WLASL,lonely,6
WLASL,long,5
WLASL,look at,2
WLASL,look for,3
WLASL,lord,4
WLASL,lose,9
WLASL,loud,6
WLASL,lousy,6
WLASL,love,7
WLASL,lucky,7
WLASL,lunch,6
WLASL,m,4
WLASL,machine,6
WLASL,mad,5
WLASL,magazine,5
WLASL,magic,5
WLASL,mainstream,5
WLASL,major,5
WLASL,make,9
WLASL,man,12
WLASL,manage,5
WLASL,manager,5
WLASL,many,10
WLASL,march,7
WLASL,marry,7
WLASL,match,8
WLASL,math,7
WLASL,mature,4
WLASL,maximum,6
WLASL,maybe,6
WLASL,me,4
WLASL,mean,8
WLASL,meaning,2
WLASL,measure,7
WLASL,meat,8
WLASL,mechanic,6
WLASL,medicine,8
WLASL,meet,9
WLASL,meeting,6
WLASL,melody,5
WLASL,melt,4
WLASL,member,5
WLASL,memorize,7
WLASL,mention,3
WLASL,message,5
WLASL,metal,4
WLASL,mexico,6
WLASL,microphone,5
WLASL,microscope,4
WLASL,microwave,7
WLASL,middle,7
WLASL,midnight,4
WLASL,military,3
WLASL,milk,5
WLASL,mind,5
WLASL,mine,4
WLASL,minus,4
WLASL,minute,9
WLASL,mirror,8
WLASL,miss,8
WLASL,mistake,4
WLASL,misunderstand,4
WLASL,mix,6
WLASL,mock,3
WLASL,mom,7
WLASL,monday,6
WLASL,money,6
WLASL,monkey,7
WLASL,monster,5
WLASL,month,7
WLASL,monthly,4
WLASL,moon,7
WLASL,moose,4
WLASL,more,8
WLASL,morning,6
WLASL,mosquito,4
WLASL,most,7
WLASL,mother,11
WLASL,motivate,6
WLASL,motor,5
WLASL,motorcycle,7
WLASL,mountain,5
WLASL,mouse,5
WLASL,mouth,5
WLASL,move,10
WLASL,movie,5
WLASL,much,6
WLASL,multiply,6
WLASL,murder,4
WLASL,muscle,5
WLASL,museum,5
WLASL,mushroom,5
WLASL,music,8
WLASL,must,7
WLASL,mustache,5
WLASL,my,6
WLASL,myself,6
WLASL,n,4
WLASL,name,6
WLASL,napkin,7
WLASL,narrow,4
WLASL,nation,5
WLASL,near,9
WLASL,necessary,4
WLASL,neck,6
WLASL,necklace,9
WLASL,need,6
WLASL,negative,7
WLASL,negotiate,3
WLASL,neighbor,7
WLASL,nephew,6
WLASL,nervous,7
WLASL,network,6
WLASL,neutral,6
WLASL,never,7
WLASL,new,9
WLASL,new york,4
WLASL,newspaper,4
WLASL,next,5
WLASL,nice,6
WLASL,nickel,4
WLASL,niece,7
WLASL,night,5
WLASL,nine,5
WLASL,nineteen,6
WLASL,no,11
WLASL,none,7
WLASL,noon,6
WLASL,normal,5
WLASL,north,7
WLASL,northwest,4
WLASL,nose,6
WLASL,not,7
WLASL,not yet,4
WLASL,nothing,6
WLASL,notice,6
WLASL,november,5
WLASL,now,9
WLASL,number,5
WLASL,numerous,5
WLASL,nun,4
WLASL,nurse,6
WLASL,nut,5
WLASL,o,4
WLASL,objective,4
WLASL,obsess,7
WLASL,obtain,5
WLASL,occur,3
WLASL,ocean,5
WLASL,october,5
WLASL,octopus,5
WLASL,odd,4
WLASL,odor,5
WLASL,off,7
WLASL,offer,6
WLASL,office,9
WLASL,often,6
WLASL,ok,7
WLASL,old,7
WLASL,olympics,3
WLASL,on,5
WLASL,once,5
WLASL,one,8
WLASL,onion,8
WLASL,only,6
WLASL,open,7
WLASL,operate,6
WLASL,opinion,7
WLASL,opposite,5
WLASL,or,3
WLASL,oral,4
WLASL,orange,10
WLASL,order,10
WLASL,organize,5
WLASL,other,5
WLASL,our,4
WLASL,out,5
WLASL,outside,9
WLASL,over,6
WLASL,overcome,5
WLASL,overlook,5
WLASL,overwhelm,8
WLASL,owe,5
WLASL,owl,5
WLASL,p,4
WLASL,pack,5
WLASL,page,5
WLASL,pain,5
WLASL,paint,7
WLASL,painter,5
WLASL,pants,8
WLASL,paper,8
WLASL,parachute,4
WLASL,parade,6
WLASL,paragraph,5
WLASL,parallel,5
WLASL,parents,3
WLASL,part,4
WLASL,party,9
WLASL,pass,7
WLASL,past,9
WLASL,path,6
WLASL,patient,7
WLASL,pause,5
WLASL,pay,7
WLASL,pay attention,4
WLASL,peace,4
WLASL,peaceful,7
WLASL,peach,6
WLASL,peanut butter,5
WLASL,pear,3
WLASL,peel,4
WLASL,penalty,4
WLASL,pencil,5
WLASL,pennsylvania,5
WLASL,penny,3
WLASL,people,6
WLASL,pepper,7
WLASL,percent,4
WLASL,perfect,7
WLASL,perfume,5
WLASL,period,5
WLASL,permit,4
WLASL,person,7
WLASL,personality,4
WLASL,perspective,10
WLASL,pet,5
WLASL,philadelphia,4
WLASL,philosophy,6
WLASL,phone,5
WLASL,photographer,5
WLASL,phrase,6
WLASL,physician,6
WLASL,physics,6
WLASL,piano,5
WLASL,pick,5
WLASL,pickle,4
WLASL,picture,6
WLASL,pie,5
WLASL,piece,4
WLASL,pig,7
WLASL,pillow,7
WLASL,pilot,4
WLASL,pink,9
WLASL,pity,5
WLASL,pizza,12
WLASL,place,5
WLASL,plan,7
WLASL,plant,5
WLASL,plate,5
WLASL,play,11
WLASL,player,4
WLASL,please,7
WLASL,plenty,5
WLASL,plus,7
WLASL,pneumonia,5
WLASL,pocket,6
WLASL,point,9
WLASL,polar bear,5
WLASL,police,8
WLASL,policeman,5
WLASL,policy,6
WLASL,polite,6
WLASL,politics,6
WLASL,poop,5
WLASL,poor,6
WLASL,popcorn,4
WLASL,popular,6
WLASL,position,4
WLASL,positive,5
WLASL,possible,8
WLASL,post,2
WLASL,postpone,8
WLASL,potato,8
WLASL,potential,5
WLASL,pound,6
WLASL,pour,5
WLASL,poverty,4
WLASL,power,7
WLASL,practice,9
WLASL,praise,5
WLASL,pray,6
WLASL,preach,5
WLASL,preacher,3
WLASL,precious,5
WLASL,precipitation,6
WLASL,precise,4
WLASL,predict,6
WLASL,prefer,3
WLASL,pregnant,5
WLASL,prepare,7
WLASL,preschool,3
WLASL,present,8
WLASL,presentation,8
WLASL,president,9
WLASL,pressure,5
WLASL,pretty,5
WLASL,prevent,5
WLASL,price,6
WLASL,pride,5
WLASL,priest,5
WLASL,prince,3
WLASL,princess,3
WLASL,principal,5
WLASL,principle,5
WLASL,print,6
